transaction_id,account_id,merchant_id,timestamp,amount,currency,transaction_type,status,is_injected_anomaly,anomaly_type
T0000891,A00058,M00055,2025-07-15 03:22:00,170.24,GBP,Purchase,Completed,True,unusual_hour
T0000892,A00094,M00042,2025-08-23 15:56:00,265.54,EUR,Purchase,Completed,False,none
T0000893,A00119,M00050,2025-11-23 15:59:00,63.86,EUR,Purchase,Completed,False,none
T0000894,A00008,M00020,2025-02-15 16:39:00,18.9,EUR,Purchase,Completed,False,none
T0000895,A00033,M00052,2025-07-28 19:33:00,1175.9,EUR,Purchase,Completed,True,high_amount
T0000896,A00042,M00001,2025-10-18 13:01:00,9.38,EUR,Purchase,Completed,False,none
T0000897,A00053,M00044,2025-10-28 16:37:00,209.88,EUR,Purchase,Completed,False,none
T0000898,A00054,M00008,2025-06-20 14:22:00,6.51,USD,Purchase,Completed,False,none
T0000899,A00096,M00031,2025-12-31 19:17:00,213.06,GBP,Purchase,Completed,False,none
T0000900,A00085,M00010,2025-04-29 18:47:00,8.96,EUR,Purchase,Completed,False,none
T0000901,A00001,M00073,2025-06-10 08:02:00,20.93,EUR,Purchase,Completed,False,none
T0000902,A00050,M00027,2025-10-28 14:15:00,254.93,EUR,Purchase,Completed,False,none
T0000903,A00070,M00043,2025-06-10 10:46:00,235.96,EUR,Purchase,Completed,False,none
T0000904,A00051,M00065,2025-05-06 15:55:00,42.07,EUR,Purchase,Completed,False,none
T0000905,A00010,M00078,2025-07-22 14:30:00,25.17,EUR,Purchase,Completed,False,none
T0000906,A00044,M00007,2025-08-15 19:31:00,16.35,GBP,Purchase,Completed,False,none
T0000907,A00046,M00070,2025-12-21 18:58:00,28.72,EUR,Purchase,Completed,False,none
T0000908,A00020,M00007,2025-08-14 14:05:00,39.0,GBP,Purchase,Completed,False,none
T0000909,A00084,M00058,2025-03-09 17:28:00,62.28,EUR,Purchase,Completed,False,none
T0000910,A00040,M00037,2025-01-20 18:14:00,22.65,EUR,Purchase,Completed,False,none
T0000911,A00067,M00058,2025-12-20 14:28:00,51.39,EUR,Purchase,Completed,False,none
T0000912,A00057,M00015,2025-06-04 12:54:00,65.18,GBP,Purchase,Completed,False,none
T0000913,A00101,M00024,2025-03-15 12:35:00,15.23,USD,Purchase,Completed,False,none
T0000914,A00009,M00049,2025-03-23 14:59:00,50.04,EUR,Purchase,Completed,False,none
T0000915,A00008,M00023,2025-02-08 19:30:00,29.44,GBP,Purchase,Completed,False,none
T0000916,A00037,M00028,2025-03-14 21:51:00,97.68,EUR,Purchase,Completed,False,none
T0000917,A00048,M00055,2025-10-12 10:10:00,58.77,GBP,Purchase,Completed,False,none
T0000918,A00036,M00052,2025-08-28 09:19:00,152.67,EUR,Purchase,Completed,False,none
T0000919,A00084,M00026,2025-08-07 14:16:00,134.05,EUR,Purchase,Completed,False,none
T0000920,A00030,M00020,2025-01-05 16:46:00,140.16,EUR,Purchase,Completed,False,none
T0000921,A00004,M00077,2025-09-03 17:30:00,26.1,EUR,Purchase,Completed,False,none
T0000922,A00046,M00054,2025-12-20 19:13:00,90.8,EUR,Purchase,Completed,False,none
T0000923,A00085,M00006,2025-12-03 08:10:00,10.72,EUR,Purchase,Completed,False,none
T0000924,A00094,M00012,2025-05-25 14:23:00,42.44,EUR,Purchase,Completed,False,none
T0000925,A00083,M00022,2025-08-08 10:09:00,10.05,EUR,Purchase,Completed,False,none
T0000926,A00062,M00078,2025-04-20 16:41:00,1273.35,EUR,Purchase,Completed,True,high_amount
T0000927,A00083,M00020,2025-11-21 12:50:00,9.5,EUR,Purchase,Completed,False,none
T0000928,A00078,M00003,2025-12-02 20:58:00,35.1,EUR,Purchase,Completed,False,none
T0000929,A00027,M00027,2025-03-23 15:14:00,118.39,EUR,Purchase,Completed,False,none
T0000930,A00062,M00008,2025-06-27 11:26:00,26.49,USD,Purchase,Completed,False,none
T0000931,A00085,M00006,2025-03-28 13:30:00,16.38,EUR,Purchase,Completed,False,none
T0000932,A00039,M00076,2025-08-13 14:29:00,54.83,EUR,Purchase,Completed,False,none
T0000933,A00074,M00072,2025-04-17 03:27:00,83.68,USD,Purchase,Completed,False,none
T0000934,A00053,M00005,2025-09-11 19:13:00,53.83,EUR,Purchase,Completed,False,none
T0000935,A00055,M00030,2025-12-25 11:06:00,59.15,EUR,Purchase,Completed,False,none
T0000936,A00006,M00028,2025-11-15 15:24:00,142.21,EUR,Purchase,Completed,False,none
T0000937,A00076,M00011,2025-03-08 15:05:00,31.19,EUR,Purchase,Completed,False,none
T0000938,A00098,M00046,2025-02-17 12:03:00,78.33,EUR,Purchase,Completed,False,none
T0000939,A00012,M00074,2025-10-25 20:31:00,7.76,EUR,Purchase,Completed,False,none
T0000940,A00042,M00049,2025-01-30 14:51:00,67.59,EUR,Purchase,Completed,False,none
T0000941,A00004,M00078,2025-05-27 16:32:00,112.88,EUR,Purchase,Completed,False,none
T0000942,A00002,M00032,2025-12-29 12:01:00,42.05,USD,Purchase,Completed,False,none
T0000943,A00116,M00078,2025-06-13 12:50:00,10.2,EUR,Purchase,Completed,False,none
T0000944,A00054,M00008,2025-01-04 19:41:00,18.12,USD,Purchase,Completed,False,none
T0000945,A00042,M00025,2025-12-22 15:18:00,84.82,EUR,Purchase,Completed,False,none
T0000946,A00033,M00052,2025-09-16 18:16:00,119.6,EUR,Purchase,Completed,False,none
T0000947,A00116,M00006,2025-05-01 07:53:00,18.39,EUR,Purchase,Completed,False,none
T0000948,A00031,M00066,2025-08-12 16:28:00,39.92,EUR,Purchase,Completed,False,none
T0000949,A00083,M00072,2025-08-12 21:08:00,47.96,USD,Purchase,Completed,False,none
T0000950,A00034,M00005,2025-07-21 18:16:00,38.23,EUR,Purchase,Completed,False,none
T0000951,A00004,M00078,2025-12-17 13:15:00,22.03,EUR,Purchase,Completed,False,none
T0000952,A00078,M00019,2025-10-14 19:24:00,28.64,EUR,Purchase,Completed,False,none
T0000953,A00001,M00077,2025-04-05 09:20:00,16.94,EUR,Purchase,Completed,False,none
T0000954,A00076,M00001,2025-12-29 13:32:00,105.47,EUR,Purchase,Completed,False,none
T0000955,A00030,M00008,2025-12-18 00:19:00,49.4,USD,Purchase,Completed,False,none
T0000956,A00084,M00042,2025-01-18 13:38:00,60.73,EUR,Purchase,Completed,False,none
T0000957,A00085,M00070,2025-04-19 12:29:00,42.04,EUR,Purchase,Completed,False,none
T0000958,A00083,M00004,2025-08-13 12:56:00,28.24,EUR,Purchase,Completed,False,none
T0000959,A00001,M00073,2025-11-17 16:49:00,36.69,EUR,Purchase,Completed,False,none
T0000960,A00080,M00012,2025-09-19 19:19:00,32.26,EUR,Purchase,Completed,False,none
T0000961,A00117,M00046,2025-07-29 22:02:00,52.34,EUR,Purchase,Completed,False,none
T0000962,A00028,M00023,2025-04-22 18:35:00,80.9,GBP,Purchase,Completed,False,none
T0000963,A00033,M00006,2025-02-05 15:20:00,78.03,EUR,Purchase,Completed,False,none
T0000964,A00091,M00078,2025-11-22 18:54:00,15.22,EUR,Purchase,Completed,False,none
T0000965,A00015,M00070,2025-07-14 19:24:00,43.99,EUR,Purchase,Completed,False,none
T0000966,A00076,M00059,2025-06-16 21:17:00,121.66,EUR,Purchase,Completed,False,none
T0000967,A00084,M00059,2025-12-24 06:20:00,66.51,EUR,Purchase,Completed,False,none
T0000968,A00005,M00054,2025-03-02 18:51:00,133.89,EUR,Purchase,Completed,False,none
T0000969,A00062,M00068,2025-04-03 16:06:00,154.53,EUR,Purchase,Completed,False,none
T0000970,A00066,M00069,2025-11-08 14:57:00,26.45,EUR,Purchase,Declined,False,none
T0000971,A00037,M00036,2025-04-14 21:14:00,50.1,EUR,Purchase,Completed,False,none
T0000972,A00100,M00049,2025-12-11 14:50:00,62.2,EUR,Purchase,Completed,False,none
T0000973,A00017,M00061,2025-11-10 15:32:00,54.83,EUR,Purchase,Completed,False,none
T0000974,A00042,M00049,2025-02-06 09:34:00,102.71,EUR,Purchase,Completed,False,none
T0000975,A00093,M00011,2025-06-17 15:12:00,196.15,EUR,Purchase,Completed,False,none
T0000976,A00021,M00029,2025-10-02 15:43:00,192.01,EUR,Purchase,Completed,False,none
T0000977,A00092,M00064,2025-06-28 08:38:00,10.5,USD,Purchase,Completed,False,none
T0000978,A00004,M00067,2025-03-20 21:28:00,116.26,EUR,Purchase,Completed,False,none
T0000979,A00053,M00080,2025-01-17 18:27:00,36.68,USD,Purchase,Completed,False,none
T0000980,A00004,M00080,2025-01-03 21:35:00,23.17,USD,Purchase,Completed,False,none
T0000981,A00077,M00049,2025-03-07 14:28:00,172.37,EUR,Purchase,Completed,False,none
T0000982,A00087,M00027,2025-04-06 10:58:00,520.6,EUR,Purchase,Completed,False,none
T0000983,A00094,M00045,2025-04-21 17:02:00,147.77,EUR,Purchase,Completed,False,none
T0000984,A00116,M00006,2025-11-09 09:15:00,16.61,EUR,Purchase,Completed,False,none
T0000985,A00076,M00043,2025-07-05 16:51:00,404.68,EUR,Purchase,Completed,False,none
T0000986,A00085,M00006,2025-02-21 15:47:00,27.41,EUR,Purchase,Completed,False,none
T0000987,A00055,M00008,2025-01-31 13:20:00,13.36,USD,Purchase,Completed,False,none
T0000988,A00107,M00071,2025-02-17 18:30:00,87.46,GBP,Purchase,Completed,False,none
T0000989,A00072,M00051,2025-04-25 13:01:00,180.02,EUR,Purchase,Completed,False,none
T0000990,A00101,M00043,2025-09-27 17:10:00,390.57,EUR,Purchase,Completed,False,none
T0000991,A00027,M00019,2025-01-19 21:56:00,22.39,EUR,Purchase,Completed,False,none
T0000992,A00054,M00040,2025-05-29 19:38:00,28.1,USD,Purchase,Completed,False,none
T0000993,A00083,M00044,2025-06-13 15:02:00,211.28,EUR,Purchase,Completed,False,none
T0000994,A00022,M00074,2025-02-24 16:47:00,28.57,EUR,Purchase,Completed,False,none
T0000995,A00023,M00079,2025-01-22 19:24:00,6.27,GBP,Purchase,Completed,False,none
T0000996,A00116,M00014,2025-03-25 06:34:00,24.66,EUR,Purchase,Completed,False,none
T0000997,A00049,M00022,2025-02-25 04:51:00,40.73,EUR,Purchase,Completed,False,none
T0000998,A00019,M00006,2025-10-18 20:50:00,54.29,EUR,Purchase,Completed,False,none
T0000999,A00040,M00005,2025-12-01 00:08:00,10.73,EUR,Purchase,Completed,False,none
T0001000,A00044,M00047,2025-08-16 14:21:00,72.13,GBP,Purchase,Completed,False,none
